project,file,function,start_line,end_line,nloc,cyclomatic,params
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::find,1116,1128,13,4,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::find,1129,1131,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findNull,1133,1135,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findBool,1136,1138,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findInt,1139,1141,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findInt64,1142,1144,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findUInt,1145,1147,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findUInt64,1148,1150,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findIntegral,1151,1153,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findDouble,1154,1156,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findNumeric,1157,1159,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findString,1160,1162,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findArray,1163,1165,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::findObject,1166,1168,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::demand,1170,1175,6,2,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1177,1182,6,2,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1183,1185,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1187,1192,6,2,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1193,1198,6,2,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1200,1202,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1204,1206,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::operator [ ],1209,1211,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::append,1213,1213,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::append,1215,1222,8,3,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::insert,1224,1226,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::insert,1228,1240,13,4,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::get,1242,1246,5,2,3
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::get,1248,1250,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::get,1252,1254,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::get,1255,1257,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1260,1273,14,4,3
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1275,1277,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1279,1281,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1282,1284,3,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1288,1297,9,3,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1299,1307,8,3,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeMember,1308,1308,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::removeIndex,1311,1333,21,5,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isMember,1335,1338,4,1,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isMember,1340,1342,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isMember,1344,1346,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isMember,1347,1349,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::getMemberNames,1352,1366,15,4,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::IsIntegral,1368,1371,4,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isNull,1373,1373,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isBool,1375,1375,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isInt,1377,1394,15,8,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isUInt,1396,1417,16,9,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isInt64,1419,1441,14,7,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isUInt64,1443,1461,14,7,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isIntegral,1463,1487,15,9,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isDouble,1489,1491,3,3,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isNumeric,1493,1493,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isString,1495,1495,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isArray,1497,1497,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::isObject,1499,1499,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::Comments,1501,1502,2,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::Comments,1504,1505,2,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::operator =,1507,1510,4,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::operator =,1512,1515,4,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::has,1517,1519,3,2,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::get,1521,1525,5,2,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::Comments::set,1527,1533,7,3,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::setComment,1535,1544,9,4,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::hasComment,1546,1548,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::getComment,1550,1552,3,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::setOffsetStart,1554,1554,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::setOffsetLimit,1556,1556,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::getOffsetStart,1558,1558,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::getOffsetLimit,1560,1560,1,1,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::toStyledString,1562,1570,7,2,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::begin,1572,1583,12,4,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::end,1585,1596,12,4,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::begin,1598,1609,12,4,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Value::end,1611,1622,12,4,0
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::PathArgument::PathArgument,1629,1630,2,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::PathArgument::PathArgument,1632,1632,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::PathArgument::PathArgument,1634,1634,1,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::Path,1639,1650,12,1,6
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::makePath,1652,1681,30,14,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::addPathInArg,1683,1693,9,3,3
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::invalidPath,1695,1697,2,1,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::resolve,1699,1722,20,8,1
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::resolve,1724,1740,17,8,2
Json CPP,jsoncpp/src/lib_json/json_value.cpp,Json::Path::make,1742,1758,15,6,1
