project,file,function,start_line,end_line,nloc,cyclomatic,params
Sqlite,sqlite/src/json.c,jsonCacheDelete,416,422,7,2,1
Sqlite,sqlite/src/json.c,jsonCacheDeleteGeneric,423,425,3,1,1
Sqlite,sqlite/src/json.c,jsonCacheInsert,434,465,31,5,2
Sqlite,sqlite/src/json.c,jsonCacheSearch,478,520,40,12,2
Sqlite,sqlite/src/json.c,jsonStringZero,529,534,6,1,1
Sqlite,sqlite/src/json.c,jsonStringInit,538,542,5,1,2
Sqlite,sqlite/src/json.c,jsonStringReset,547,550,4,2,1
Sqlite,sqlite/src/json.c,jsonStringOom,554,558,5,2,1
Sqlite,sqlite/src/json.c,jsonStringGrow,563,586,24,6,2
Sqlite,sqlite/src/json.c,jsonStringExpandAndAppend,590,599,10,2,3
Sqlite,sqlite/src/json.c,jsonAppendRaw,600,608,9,3,3
Sqlite,sqlite/src/json.c,jsonAppendRawNZ,609,617,9,2,3
Sqlite,sqlite/src/json.c,jsonPrintf,621,628,8,3,3
Sqlite,sqlite/src/json.c,jsonAppendCharExpand,632,635,4,2,2
Sqlite,sqlite/src/json.c,jsonAppendChar,636,642,7,2,2
Sqlite,sqlite/src/json.c,jsonStringTrimOneChar,646,651,6,2,1
Sqlite,sqlite/src/json.c,jsonStringTerminate,659,663,5,1,1
Sqlite,sqlite/src/json.c,jsonAppendSeparator,668,674,7,4,1
Sqlite,sqlite/src/json.c,jsonAppendControlChar,682,708,27,3,2
Sqlite,sqlite/src/json.c,jsonAppendString,718,783,62,23,3
Sqlite,sqlite/src/json.c,jsonAppendSqlValue,789,831,43,8,2
Sqlite,sqlite/src/json.c,jsonReturnString,842,881,40,12,3
Sqlite,sqlite/src/json.c,jsonParseReset,891,905,15,3,1
Sqlite,sqlite/src/json.c,jsonParseFree,911,920,10,3,1
Sqlite,sqlite/src/json.c,jsonHexToInt,932,940,5,3,1
Sqlite,sqlite/src/json.c,jsonHexToInt4,945,952,8,1,1
Sqlite,sqlite/src/json.c,jsonIs2Hex,957,959,3,2,1
Sqlite,sqlite/src/json.c,jsonIs4Hex,964,966,3,2,1
Sqlite,sqlite/src/json.c,json5Whitespace,1004,1093,90,43,1
Sqlite,sqlite/src/json.c,jsonWrongNumArgs,1119,1127,9,1,2
Sqlite,sqlite/src/json.c,jsonBlobExpand,1138,1154,17,4,2
Sqlite,sqlite/src/json.c,jsonBlobMakeEditable,1164,1179,16,4,2
Sqlite,sqlite/src/json.c,jsonBlobExpandAndAppendOneByte,1183,1192,10,2,2
Sqlite,sqlite/src/json.c,jsonBlobAppendOneByte,1196,1202,7,2,2
Sqlite,sqlite/src/json.c,jsonBlobExpandAndAppendNode,1208,1216,9,2,4
Sqlite,sqlite/src/json.c,jsonBlobAppendNode,1228,1265,38,6,4
Sqlite,sqlite/src/json.c,jsonBlobChangePayloadSize,1269,1333,65,16,3
Sqlite,sqlite/src/json.c,jsonIs4HexB,1340,1345,6,3,2
Sqlite,sqlite/src/json.c,jsonbValidityCheck,1357,1548,191,88,4
Sqlite,sqlite/src/json.c,jsonTranslateTextToBlob,1566,2029,448,172,2
Sqlite,sqlite/src/json.c,jsonConvertTextToBlob,2040,2078,37,12,2
Sqlite,sqlite/src/json.c,jsonReturnStringAsBlob,2085,2105,21,3,1
Sqlite,sqlite/src/json.c,jsonbPayloadSize,2112,2165,54,15,3
Sqlite,sqlite/src/json.c,jsonTranslateBlobToText,2181,2395,210,67,3
Sqlite,sqlite/src/json.c,jsonPrettyIndent,2409,2414,6,2,1
Sqlite,sqlite/src/json.c,jsonTranslateBlobToPrettyText,2433,2500,68,11,2
Sqlite,sqlite/src/json.c,jsonbArrayCount,2506,2515,10,3,2
Sqlite,sqlite/src/json.c,jsonAfterEditSizeAdjust,2521,2532,12,1,2
Sqlite,sqlite/src/json.c,jsonBlobOverwrite,2550,2608,53,15,4
Sqlite,sqlite/src/json.c,jsonBlobEdit,2623,2650,28,10,5
Sqlite,sqlite/src/json.c,jsonBytesToBypass,2662,2689,28,12,2
Sqlite,sqlite/src/json.c,jsonUnescapeOneChar,2700,2783,74,30,3
Sqlite,sqlite/src/json.c,jsonLabelCompareEscaped,2793,2843,51,13,6
Sqlite,sqlite/src/json.c,jsonLabelCompare,2849,2866,16,4,6
Sqlite,sqlite/src/json.c,jsonCreateEditSubstructure,2899,2924,24,2,3
Sqlite,sqlite/src/json.c,jsonLookupStep,2943,3127,182,60,4
Sqlite,sqlite/src/json.c,jsonReturnTextJsonFromBlob,3133,3148,15,2,3
Sqlite,sqlite/src/json.c,jsonReturnFromBlob,3166,3334,158,44,4
Sqlite,sqlite/src/json.c,jsonFunctionArgToBlob,3353,3425,73,16,3
Sqlite,sqlite/src/json.c,jsonBadPathError,3433,3446,14,3,2
Sqlite,sqlite/src/json.c,jsonInsertIntoBlob,3456,3515,58,14,4
Sqlite,sqlite/src/json.c,jsonArgIsJsonb,3545,3566,22,12,2
Sqlite,sqlite/src/json.c,jsonParseFuncArg,3584,3694,96,21,3
Sqlite,sqlite/src/json.c,jsonReturnParse,3701,3726,26,5,2
Sqlite,sqlite/src/json.c,jsonDebugPrintBlob,3738,3825,88,32,5
Sqlite,sqlite/src/json.c,jsonShowParse,3826,3843,18,3,1
Sqlite,sqlite/src/json.c,jsonParseFunc,3853,3873,20,3,3
Sqlite,sqlite/src/json.c,jsonQuoteFunc,3886,3898,12,1,3
Sqlite,sqlite/src/json.c,jsonArrayFunc,3905,3922,17,2,3
Sqlite,sqlite/src/json.c,jsonArrayLengthFunc,3931,3969,37,10,3
Sqlite,sqlite/src/json.c,jsonAllAlphanum,3972,3976,5,4,2
Sqlite,sqlite/src/json.c,jsonExtractFunc,3998,4109,97,24,3
Sqlite,sqlite/src/json.c,jsonMergePatch,4165,4307,134,36,4
Sqlite,sqlite/src/json.c,jsonPatchFunc,4315,4341,26,5,3
Sqlite,sqlite/src/json.c,jsonObjectFunc,4349,4382,33,4,3
Sqlite,sqlite/src/json.c,jsonRemoveFunc,4391,4440,46,11,3
Sqlite,sqlite/src/json.c,jsonReplaceFunc,4448,4459,12,3,3
Sqlite,sqlite/src/json.c,jsonSetFunc,4474,4489,14,5,3
Sqlite,sqlite/src/json.c,jsonTypeFunc,4498,4533,34,8,3
Sqlite,sqlite/src/json.c,jsonPrettyFunc,4545,4567,22,4,3
Sqlite,sqlite/src/json.c,jsonValidFunc,4626,4692,56,16,3
Sqlite,sqlite/src/json.c,jsonErrorFunc,4708,4746,37,9,3
Sqlite,sqlite/src/json.c,jsonArrayStep,4756,4774,19,4,3
Sqlite,sqlite/src/json.c,jsonArrayCompute,4775,4807,33,8,2
Sqlite,sqlite/src/json.c,jsonArrayValue,4808,4810,3,1,1
Sqlite,sqlite/src/json.c,jsonArrayFinal,4811,4813,3,1,1
Sqlite,sqlite/src/json.c,jsonGroupInverse,4822,4859,34,14,3
Sqlite,sqlite/src/json.c,jsonObjectStep,4870,4896,27,6,3
Sqlite,sqlite/src/json.c,jsonObjectCompute,4897,4929,33,8,2
Sqlite,sqlite/src/json.c,jsonObjectValue,4930,4932,3,1,1
Sqlite,sqlite/src/json.c,jsonObjectFinal,4933,4935,3,1,1
Sqlite,sqlite/src/json.c,jsonEachConnect,4979,5021,27,4,6
Sqlite,sqlite/src/json.c,jsonEachDisconnect,5024,5028,5,1,1
Sqlite,sqlite/src/json.c,jsonEachOpen,5031,5044,13,2,2
Sqlite,sqlite/src/json.c,jsonEachCursorReset,5048,5059,12,1,1
Sqlite,sqlite/src/json.c,jsonEachClose,5062,5068,6,1,1
Sqlite,sqlite/src/json.c,jsonEachEof,5072,5075,4,1,1
Sqlite,sqlite/src/json.c,jsonSkipLabel,5082,5090,9,2,1
Sqlite,sqlite/src/json.c,jsonAppendPathName,5095,5123,29,8,1
Sqlite,sqlite/src/json.c,jsonEachNext,5126,5188,63,15,1
Sqlite,sqlite/src/json.c,jsonEachPathLength,5192,5211,20,9,1
Sqlite,sqlite/src/json.c,jsonEachColumn,5214,5308,95,22,3
Sqlite,sqlite/src/json.c,jsonEachRowid,5311,5315,5,1,2
Sqlite,sqlite/src/json.c,jsonEachBestIndex,5322,5385,55,12,2
Sqlite,sqlite/src/json.c,jsonEachFilter,5388,5484,94,19,5
Sqlite,sqlite/src/json.c,sqlite3RegisterJsonFunctions,5520,5579,50,2,0
Sqlite,sqlite/src/json.c,sqlite3JsonVtabRegister,5586,5598,13,3,2
Sqlite,sqlite/src/printf.c,if,169,171,3,1,1
Sqlite,sqlite/src/printf.c,sqlite3_str_vappendf,194,1006,707,245,3
Sqlite,sqlite/src/printf.c,sqlite3RecordErrorByteOffset,1015,1030,16,6,2
Sqlite,sqlite/src/printf.c,sqlite3RecordErrorOffsetOfExpr,1036,1045,10,6,2
Sqlite,sqlite/src/printf.c,sqlite3StrAccumEnlarge,1054,1099,44,12,2
Sqlite,sqlite/src/printf.c,sqlite3_str_appendchar,1104,1110,7,3,3
Sqlite,sqlite/src/printf.c,enlargeAndAppend,1120,1126,7,2,3
Sqlite,sqlite/src/printf.c,sqlite3_str_append,1132,1144,13,8,3
Sqlite,sqlite/src/printf.c,sqlite3_str_appendall,1149,1151,3,1,2
Sqlite,sqlite/src/printf.c,strAccumFinishRealloc,1159,1171,13,3,1
Sqlite,sqlite/src/printf.c,sqlite3StrAccumFinish,1172,1180,9,4,1
Sqlite,sqlite/src/printf.c,sqlite3ResultStrAccum,1186,1196,11,3,2
Sqlite,sqlite/src/printf.c,sqlite3_str_finish,1210,1219,10,3,1
Sqlite,sqlite/src/printf.c,sqlite3_str_errcode,1222,1224,3,2,1
Sqlite,sqlite/src/printf.c,sqlite3_str_length,1227,1229,3,2,1
Sqlite,sqlite/src/printf.c,sqlite3_str_value,1232,1236,5,3,1
Sqlite,sqlite/src/printf.c,sqlite3_str_reset,1241,1249,9,2,1
Sqlite,sqlite/src/printf.c,sqlite3StrAccumInit,1265,1273,9,1,5
Sqlite,sqlite/src/printf.c,sqlite3_str_new,1276,1285,10,3,1
Sqlite,sqlite/src/printf.c,sqlite3VMPrintf,1291,1305,15,2,3
Sqlite,sqlite/src/printf.c,sqlite3MPrintf,1311,1318,8,1,2
Sqlite,sqlite/src/printf.c,sqlite3_vmprintf,1324,1342,14,4,2
Sqlite,sqlite/src/printf.c,sqlite3_mprintf,1348,1358,9,2,1
Sqlite,sqlite/src/printf.c,sqlite3_vsnprintf,1373,1387,13,6,4
Sqlite,sqlite/src/printf.c,sqlite3_snprintf,1388,1405,16,6,3
Sqlite,sqlite/src/printf.c,renderLogMsg,1430,1438,8,1,3
Sqlite,sqlite/src/printf.c,sqlite3_log,1443,1450,8,2,2
Sqlite,sqlite/src/printf.c,sqlite3DebugPrintf,1458,1476,16,2,1
Sqlite,sqlite/src/printf.c,sqlite3_str_appendf,1484,1489,6,1,2
Sqlite,sqlite/src/printf.c,sqlite3RCStrRef,1501,1507,7,1,1
Sqlite,sqlite/src/printf.c,sqlite3RCStrUnref,1513,1523,11,2,1
Sqlite,sqlite/src/printf.c,sqlite3RCStrNew,1534,1539,6,2,1
Sqlite,sqlite/src/printf.c,sqlite3RCStrResize,1545,1558,14,2,2
Sqlite,sqlite/src/btree.c,sqlite3_enable_shared_cache,89,92,4,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeSeekCount,119,123,5,1,1
Sqlite,sqlite/src/btree.c,corruptPageError,136,148,13,2,2
Sqlite,sqlite/src/btree.c,sharedLockTrace,168,190,23,8,4
Sqlite,sqlite/src/btree.c,hasSharedCacheTableLock,218,287,44,17,4
Sqlite,sqlite/src/btree.c,hasReadConflicts,309,320,12,5,2
Sqlite,sqlite/src/btree.c,querySharedCacheTableLock,329,380,30,18,3
Sqlite,sqlite/src/btree.c,setSharedCacheTableLock,401,455,33,9,3
Sqlite,sqlite/src/btree.c,clearAllSharedCacheTableLocks,467,508,29,10,1
Sqlite,sqlite/src/btree.c,downgradeAllSharedCacheTableLocks,513,527,13,4,1
Sqlite,sqlite/src/btree.c,cursorHoldsMutex,541,543,3,1,1
Sqlite,sqlite/src/btree.c,cursorOwnsBtShared,553,556,4,1,1
Sqlite,sqlite/src/btree.c,invalidateAllOverflowCache,569,575,7,2,1
Sqlite,sqlite/src/btree.c,invalidateIncrblobCursors,591,609,19,6,4
Sqlite,sqlite/src/btree.c,btreeSetHasContent,651,664,14,5,2
Sqlite,sqlite/src/btree.c,btreeGetHasContent,673,676,4,3,2
Sqlite,sqlite/src/btree.c,btreeClearHasContent,682,685,4,1,1
Sqlite,sqlite/src/btree.c,btreeReleaseAllCursorPages,690,699,10,3,1
Sqlite,sqlite/src/btree.c,saveCursorKey,714,747,26,5,1
Sqlite,sqlite/src/btree.c,saveCursorPosition,756,780,21,5,1
Sqlite,sqlite/src/btree.c,saveAllCursors,806,816,11,8,3
Sqlite,sqlite/src/btree.c,saveCursorsOnList,823,843,21,8,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeClearCursor,848,853,6,1,1
Sqlite,sqlite/src/btree.c,btreeMoveto,860,887,27,5,5
Sqlite,sqlite/src/btree.c,btreeRestoreCursorPosition,896,920,25,8,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorHasMoved,939,945,7,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeFakeValidCursor,952,956,5,1,0
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorRestore,971,987,16,3,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorHint,995,1013,16,3,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorHintFlags,1020,1023,4,3,2
Sqlite,sqlite/src/btree.c,ptrmapPageno,1036,1048,13,3,2
Sqlite,sqlite/src/btree.c,ptrmapPut,1060,1110,42,9,5
Sqlite,sqlite/src/btree.c,ptrmapGet,1119,1148,26,6,4
Sqlite,sqlite/src/btree.c,btreeParseCellAdjustSizeForOverflow,1178,1207,20,2,3
Sqlite,sqlite/src/btree.c,btreePayloadToLocal,1213,1226,14,3,2
Sqlite,sqlite/src/btree.c,btreeParseCellPtrNoPayload,1242,1258,15,1,3
Sqlite,sqlite/src/btree.c,btreeParseCellPtr,1259,1346,68,15,3
Sqlite,sqlite/src/btree.c,btreeParseCellPtrIndex,1347,1385,35,7,3
Sqlite,sqlite/src/btree.c,btreeParseCell,1386,1392,7,1,3
Sqlite,sqlite/src/btree.c,cellSizePtr,1408,1449,34,8,2
Sqlite,sqlite/src/btree.c,cellSizePtrIdxLeaf,1450,1491,34,9,2
Sqlite,sqlite/src/btree.c,cellSizePtrNoPayload,1492,1512,12,5,2
Sqlite,sqlite/src/btree.c,cellSizePtrTableLeaf,1513,1564,41,17,2
Sqlite,sqlite/src/btree.c,cellSize,1570,1572,3,1,2
Sqlite,sqlite/src/btree.c,ptrmapPutOvflPtr,1582,1597,16,4,4
Sqlite,sqlite/src/btree.c,defragmentPage,1613,1731,106,25,2
Sqlite,sqlite/src/btree.c,pageFindSlot,1747,1804,44,9,3
Sqlite,sqlite/src/btree.c,allocateSpace,1819,1903,61,14,3
Sqlite,sqlite/src/btree.c,freeSpace,1918,2014,74,25,3
Sqlite,sqlite/src/btree.c,decodeFlags,2028,2085,57,7,2
Sqlite,sqlite/src/btree.c,btreeComputeFreeSpace,2091,2167,53,10,1
Sqlite,sqlite/src/btree.c,btreeCellSizeCheck,2173,2203,30,6,1
Sqlite,sqlite/src/btree.c,btreeInitPage,2214,2261,37,7,1
Sqlite,sqlite/src/btree.c,zeroPage,2267,2297,30,5,2
Sqlite,sqlite/src/btree.c,btreePageFromDbPage,2304,2315,12,3,3
Sqlite,sqlite/src/btree.c,btreeGetPage,2328,2343,15,4,4
Sqlite,sqlite/src/btree.c,btreePageLookup,2350,2358,9,2,2
Sqlite,sqlite/src/btree.c,btreePagecount,2364,2366,3,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeLastPage,2367,2370,4,1,1
Sqlite,sqlite/src/btree.c,getAndInitPage,2375,2409,34,6,4
Sqlite,sqlite/src/btree.c,releasePageNotNull,2417,2425,9,1,1
Sqlite,sqlite/src/btree.c,releasePage,2426,2428,3,2,1
Sqlite,sqlite/src/btree.c,releasePageOne,2429,2438,10,1,1
Sqlite,sqlite/src/btree.c,btreeGetUnusedPage,2449,2467,19,3,4
Sqlite,sqlite/src/btree.c,pageReinit,2478,2495,12,3,1
Sqlite,sqlite/src/btree.c,btreeInvokeBusyHandler,2500,2505,6,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeOpen,2528,2821,213,70,6
Sqlite,sqlite/src/btree.c,removeFromSharingList,2829,2862,30,7,1
Sqlite,sqlite/src/btree.c,allocateTempSpace,2869,2901,15,3,1
Sqlite,sqlite/src/btree.c,freeTempSpace,2906,2912,7,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeClose,2917,2974,32,10,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetCacheSize,2983,2990,8,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetSpillSize,3002,3010,9,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetMmapLimit,3017,3024,8,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetPagerFlags,3036,3046,11,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetPageSize,3069,3100,32,14,4
Sqlite,sqlite/src/btree.c,sqlite3BtreeGetPageSize,3105,3107,3,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeGetReserveNoMutex,3120,3125,6,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeGetRequestedReserve,3136,3143,8,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeMaxPageCount,3151,3157,7,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSecureDelete,3177,3190,14,3,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSetAutoVacuum,3198,3216,15,7,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeGetAutoVacuum,3222,3236,12,4,1
Sqlite,sqlite/src/btree.c,setDefaultSyncFlag,3246,3260,15,7,2
Sqlite,sqlite/src/btree.c,lockBtree,3278,3455,112,28,1
Sqlite,sqlite/src/btree.c,countValidCursors,3470,3478,9,5,2
Sqlite,sqlite/src/btree.c,unlockBtreeIfUnused,3489,3499,11,4,1
Sqlite,sqlite/src/btree.c,newDatabase,3506,3543,35,6,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeNewDb,3550,3557,8,1,1
Sqlite,sqlite/src/btree.c,btreeBeginTrans,3594,3776,120,51,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeBeginTrans,3777,3798,18,7,3
Sqlite,sqlite/src/btree.c,setChildPtrmaps,3807,3836,24,6,1
Sqlite,sqlite/src/btree.c,modifyPagePointer,3852,3904,49,15,4
Sqlite,sqlite/src/btree.c,relocatePage,3916,3988,56,15,6
Sqlite,sqlite/src/btree.c,incrVacuumStep,4010,4104,74,19,4
Sqlite,sqlite/src/btree.c,finalDbSize,4111,4127,15,5,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeIncrVacuum,4137,4168,30,8,1
Sqlite,sqlite/src/btree.c,autoVacuumCommit,4174,4253,71,18,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCommitPhaseOne,4285,4306,20,5,2
Sqlite,sqlite/src/btree.c,btreeEndTransaction,4312,4346,21,5,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCommitPhaseTwo,4374,4401,22,5,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeCommit,4406,4415,10,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeTripAllCursors,4443,4469,26,10,3
Sqlite,sqlite/src/btree.c,btreeSetNPage,4475,4481,7,2,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeRollback,4494,4539,38,12,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeBeginStmt,4559,4576,13,1,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeSavepoint,4590,4617,25,12,3
Sqlite,sqlite/src/btree.c,btreeCursor,4661,4727,53,16,5
Sqlite,sqlite/src/btree.c,btreeCursorWithLock,4728,4740,13,1,5
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursor,4741,4753,13,2,5
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorSize,4763,4765,3,1,0
Sqlite,sqlite/src/btree.c,sqlite3BtreeClosesWithCursor,4773,4783,11,5,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorZero,4794,4796,3,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCloseCursor,4802,4835,32,7,1
Sqlite,sqlite/src/btree.c,cellInfoEqual,4846,4853,8,6,2
Sqlite,sqlite/src/btree.c,assertCellInfo,4854,4859,6,2,1
Sqlite,sqlite/src/btree.c,getCellInfo,4863,4870,8,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorIsValid,4878,4880,3,2,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorIsValidNN,4882,4885,4,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeIntegerKey,4893,4899,7,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorPin,4904,4907,4,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeCursorUnpin,4908,4911,4,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeOffset,4917,4923,7,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreePayloadSize,4934,4939,6,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeMaxRecordSize,4954,4958,5,1,1
Sqlite,sqlite/src/btree.c,getOverflowPage,4979,5034,42,15,4
Sqlite,sqlite/src/btree.c,copyPayload,5047,5066,18,3,5
Sqlite,sqlite/src/btree.c,accessPayload,5097,5290,134,37,5
Sqlite,sqlite/src/btree.c,sqlite3BtreePayload,5309,5314,6,2,4
Sqlite,sqlite/src/btree.c,accessPayloadChecked,5322,5335,14,3,4
Sqlite,sqlite/src/btree.c,sqlite3BtreePayloadChecked,5336,5343,8,2,4
Sqlite,sqlite/src/btree.c,fetchPayload,5365,5387,21,7,2
Sqlite,sqlite/src/btree.c,sqlite3BtreePayloadFetch,5404,5406,3,1,2
Sqlite,sqlite/src/btree.c,moveToChild,5418,5445,28,7,2
Sqlite,sqlite/src/btree.c,assertParentIndex,5455,5464,9,3,3
Sqlite,sqlite/src/btree.c,moveToParent,5477,5495,19,1,1
Sqlite,sqlite/src/btree.c,moveToRoot,5518,5595,63,17,1
Sqlite,sqlite/src/btree.c,moveToLeftmost,5604,5617,13,2,1
Sqlite,sqlite/src/btree.c,moveToRightmost,5629,5646,17,3,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeFirst,5652,5668,16,5,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeIsEmpty,5675,5692,17,3,2
Sqlite,sqlite/src/btree.c,cursorIsAtLastEntry,5702,5708,7,4,1
Sqlite,sqlite/src/btree.c,btreeLast,5715,5732,18,5,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeLast,5733,5744,10,4,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeTableMoveto,5769,5910,122,32,4
Sqlite,sqlite/src/btree.c,indexCellCompare,5928,5958,23,3,4
Sqlite,sqlite/src/btree.c,cursorOnLastPage,5964,5972,9,3,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeIndexMoveto,6000,6228,170,41,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeEof,6238,6244,3,1,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeRowCountEst,6251,6269,13,4,1
Sqlite,sqlite/src/btree.c,btreeNext,6291,6344,51,15,1
Sqlite,sqlite/src/btree.c,sqlite3BtreeNext,6345,6363,19,5,2
Sqlite,sqlite/src/btree.c,btreePrevious,6385,6436,49,14,1
Sqlite,sqlite/src/btree.c,sqlite3BtreePrevious,6437,6451,15,5,2
Sqlite,sqlite/src/btree.c,allocateBtreePage,6475,6783,236,65,5
Sqlite,sqlite/src/btree.c,freePage2,6797,6930,85,23,3
Sqlite,sqlite/src/btree.c,freePage,6931,6935,5,2,2
Sqlite,sqlite/src/btree.c,clearCellOverflow,6940,7006,50,14,3
Sqlite,sqlite/src/btree.c,fillInCell,7035,7218,125,29,4
Sqlite,sqlite/src/btree.c,dropCell,7228,7270,42,6,4
Sqlite,sqlite/src/btree.c,insertCell,7292,7377,63,16,6
Sqlite,sqlite/src/btree.c,insertCellFast,7389,7461,55,14,4
Sqlite,sqlite/src/btree.c,populateCellCache,7560,7575,16,5,3
Sqlite,sqlite/src/btree.c,computeCellSize,7580,7585,6,2,2
Sqlite,sqlite/src/btree.c,cachedCellSize,7586,7590,5,3,2
Sqlite,sqlite/src/btree.c,rebuildPage,7605,7672,61,12,4
Sqlite,sqlite/src/btree.c,pageInsertArray,7698,7753,53,15,7
Sqlite,sqlite/src/btree.c,pageFreeArray,7764,7820,53,11,4
Sqlite,sqlite/src/btree.c,editPage,7834,7941,89,22,5
Sqlite,sqlite/src/btree.c,balance_quick,7968,8062,54,12,3
Sqlite,sqlite/src/btree.c,ptrmapCheckPages,8071,8104,32,9,2
Sqlite,sqlite/src/btree.c,copyNodeContent,8124,8164,27,6,3
Sqlite,sqlite/src/btree.c,balance_nonroot,8206,8988,512,148,5
Sqlite,sqlite/src/btree.c,balance_deeper,9010,9055,34,5,2
Sqlite,sqlite/src/btree.c,anotherValidCursor,9068,9079,12,5,1
Sqlite,sqlite/src/btree.c,balance,9091,9220,70,20,1
Sqlite,sqlite/src/btree.c,btreeOverwriteContent,9225,9262,31,10,5
Sqlite,sqlite/src/btree.c,btreeOverwriteOverflowCell,9269,9314,41,8,2
Sqlite,sqlite/src/btree.c,btreeOverwriteCell,9320,9337,15,4,2
Sqlite,sqlite/src/btree.c,sqlite3BtreeInsert,9370,9671,197,71,4
Sqlite,sqlite/src/btree.c,sqlite3BtreeTransferRow,9688,9783,90,22,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeDelete,9802,10002,136,44,2
Sqlite,sqlite/src/btree.c,btreeCreateTable,10015,10159,97,22,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeCreateTable,10160,10166,7,1,3
Sqlite,sqlite/src/btree.c,clearDatabasePage,10172,10225,52,15,4
Sqlite,sqlite/src/btree.c,sqlite3BtreeClearTable,10239,10258,15,3,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeClearTableOfCursor,10265,10267,3,1,1
Sqlite,sqlite/src/btree.c,btreeDropTable,10289,10373,63,13,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeDropTable,10374,10380,7,1,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeGetMeta,10403,10427,17,6,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeUpdateMeta,10433,10455,21,6,3
Sqlite,sqlite/src/btree.c,sqlite3BtreeCount,10465,10528,35,10,3
Sqlite,sqlite/src/btree.c,sqlite3BtreePager,10534,10536,3,1,1
Sqlite,sqlite/src/btree.c,checkOom,10542,10546,5,2,1
Sqlite,sqlite/src/btree.c,checkProgress,10552,10572,19,5,1
Sqlite,sqlite/src/btree.c,checkAppendMsg,10577,10600,24,5,2
Sqlite,sqlite/src/btree.c,getPageReferenced,10609,10613,5,2,2
Sqlite,sqlite/src/btree.c,setPageReferenced,10618,10622,5,2,2
Sqlite,sqlite/src/btree.c,checkRef,10633,10644,12,4,2
Sqlite,sqlite/src/btree.c,checkPtrmap,10652,10674,21,6,4
Sqlite,sqlite/src/btree.c,checkList,10681,10745,55,15,4
Sqlite,sqlite/src/btree.c,btreeHeapInsert,10770,10781,12,3,2
Sqlite,sqlite/src/btree.c,btreeHeapPull,10782,10799,18,5,2
Sqlite,sqlite/src/btree.c,checkTreePage,10816,11076,187,36,4
